Depth,YearBP,uncertainty,
2174.843,13825,72,
2174.944,13826,72,
2175.037,13827,72,
2175.132,13828,72,
2175.215,13829,72,
2175.290,13830,72,
2175.364,13831,72,
2175.452,13832,72,
2175.532,13833,72,
2175.643,13834,72,
2175.728,13835,72,
2175.801,13836,72,
2175.886,13837,72,
2175.960,13838,72,
2176.032,13839,72,
2176.119,13840,72,
2176.203,13841,72,
2176.275,13842,72,
2176.339,13843,72,
2176.412,13844,72,
2176.483,13845,72,
2176.582,13846,72,
2176.669,13847,72,
2176.755,13848,72,
2176.824,13849,72,
2176.899,13850,72,
2176.966,13851,72,
2177.039,13852,72,
2177.132,13853,72,
2177.229,13854,72,
2177.314,13855,72,
2177.386,13856,72,
2177.469,13857,72,
2177.572,13858,72,
2177.660,13859,72,
2177.745,13860,72,
2177.821,13861,72,
2177.898,13862,72,
2177.994,13863,72,
2178.086,13864,72,
2178.169,13865,72,
2178.249,13866,72,
2178.330,13867,72,
2178.424,13868,72,
2178.502,13869,72,
2178.566,13870,72,
2178.641,13871,72,
2178.743,13872,72,
2178.847,13873,72,
2178.925,13874,72,
2179.004,13875,72,
2179.084,13876,72,
2179.154,13877,72,
2179.257,13878,72,
2179.337,13879,72,
2179.425,13880,72,
2179.526,13881,72,
2179.595,13882,72,
2179.682,13883,72,
2179.757,13884,72,
2179.851,13885,72,
2179.967,13886,72,
2180.064,13887,72,
2180.161,13888,72,
2180.258,13889,72,
2180.360,13890,72,
2180.454,13891,72,
2180.533,13892,72,
2180.622,13893,72,
2180.703,13894,72,
2180.778,13895,72,
2180.865,13896,72,
2180.965,13897,72,
2181.042,13898,72,
2181.137,13899,72,
2181.222,13900,72,
2181.292,13901,72,
2181.368,13902,72,
2181.455,13903,72,
2181.525,13904,72,
2181.599,13905,72,
2181.673,13906,72,
2181.749,13907,72,
2181.823,13908,72,
2181.926,13909,72,
2182.018,13910,72,
2182.096,13911,72,
2182.172,13912,72,
2182.253,13913,72,
2182.346,13914,72,
2182.410,13915,72,
2182.487,13916,72,
2182.584,13917,72,
2182.694,13918,72,
2182.787,13919,72,
2182.874,13920,72,
2182.966,13921,72,
2183.052,13922,72,
2183.122,13923,72,
2183.210,13924,72,
2183.292,13925,72,
2183.396,13926,72,
2183.471,13927,72,
2183.548,13928,72,
2183.623,13929,73,
2183.703,13930,73,
2183.792,13931,73,
2183.869,13932,73,
2183.968,13933,73,
2184.060,13934,73,
2184.169,13935,73,
2184.244,13936,73,
2184.332,13937,73,
2184.416,13938,73,
2184.519,13939,73,
2184.606,13940,73,
2184.699,13941,73,
2184.777,13942,73,
2184.847,13943,73,
2184.928,13944,73,
2184.997,13945,73,
2185.073,13946,73,
2185.132,13947,73,
2185.207,13948,73,
2185.298,13949,73,
2185.386,13950,73,
2185.459,13951,73,
2185.556,13952,73,
2185.645,13953,73,
2185.717,13954,73,
2185.815,13955,73,
2185.894,13956,73,
2185.985,13957,73,
2186.055,13958,73,
2186.153,13959,73,
2186.238,13960,73,
2186.311,13961,73,
2186.376,13962,73,
2186.445,13963,73,
2186.526,13964,73,
2186.594,13965,73,
2186.661,13966,73,
2186.734,13967,73,
2186.819,13968,73,
2186.902,13969,73,
2186.997,13970,73,
2187.104,13971,73,
2187.200,13972,73,
2187.294,13973,73,
2187.407,13974,73,
2187.483,13975,73,
2187.550,13976,73,
2187.626,13977,73,
2187.713,13978,73,
2187.791,13979,73,
2187.869,13980,73,
2187.948,13981,73,
2188.037,13982,73,
2188.113,13983,73,
2188.209,13984,73,
2188.287,13985,73,
2188.375,13986,73,
2188.474,13987,73,
2188.555,13988,73,
2188.662,13989,73,
2188.761,13990,73,
2188.860,13991,73,
2188.979,13992,73,
2189.074,13993,73,
2189.152,13994,73,
2189.240,13995,73,
2189.343,13996,73,
2189.431,13997,73,
2189.507,13998,73,
2189.578,13999,73,
2189.682,14000,73,
2189.761,14001,73,
2189.837,14002,73,
2189.902,14003,73,
2189.969,14004,73,
2190.052,14005,73,
2190.144,14006,73,
2190.225,14007,73,
2190.312,14008,73,
2190.394,14009,73,
2190.492,14010,73,
2190.567,14011,73,
2190.650,14012,73,
2190.744,14013,73,
2190.839,14014,73,
2190.910,14015,73,
2190.996,14016,73,
2191.087,14017,73,
2191.192,14018,73,
2191.283,14019,73,
2191.354,14020,73,
2191.422,14021,73,
2191.500,14022,73,
2191.579,14023,73,
2191.663,14024,73,
2191.732,14025,73,
2191.796,14026,73,
2191.862,14027,73,
2191.944,14028,73,
2192.023,14029,73,
2192.117,14030,73,
2192.217,14031,73,
2192.319,14032,73,
2192.421,14033,73,
2192.496,14034,73,
2192.572,14035,73,
2192.682,14036,73,
2192.783,14037,73,
2192.878,14038,73,
2192.971,14039,73,
2193.041,14040,73,
2193.118,14041,73,
2193.202,14042,73,
2193.288,14043,73,
2193.384,14044,73,
2193.471,14045,73,
2193.522,14046,73,
2193.596,14047,73,
2193.648,14048,73,
2193.726,14049,73,
2193.827,14050,73,
2193.921,14051,73,
2194.024,14052,73,
2194.109,14053,73,
2194.202,14054,73,
2194.275,14055,73,
2194.349,14056,73,
2194.435,14057,73,
2194.545,14058,73,
2194.632,14059,73,
2194.706,14060,73,
2194.788,14061,73,
2194.874,14062,73,
2194.965,14063,73,
2195.066,14064,73,
2195.166,14065,73,
2195.240,14066,73,
2195.307,14067,73,
2195.374,14068,73,
2195.466,14069,73,
2195.553,14070,73,
2195.641,14071,73,
2195.716,14072,73,
2195.815,14073,73,
2195.900,14074,73,
2196.007,14075,73,
2196.096,14076,73,
2196.175,14077,73,
2196.248,14078,73,
2196.307,14079,73,
2196.391,14080,73,
2196.472,14081,73,
2196.552,14082,73,
2196.630,14083,73,
2196.711,14084,73,
2196.803,14085,73,
2196.881,14086,73,
2196.968,14087,73,
2197.053,14088,73,
2197.118,14089,73,
2197.190,14090,73,
2197.267,14091,73,
2197.329,14092,73,
2197.415,14093,73,
2197.502,14094,73,
2197.566,14095,74,
2197.656,14096,74,
2197.735,14097,74,
2197.807,14098,74,
2197.904,14099,74,
2197.997,14100,74,
2198.064,14101,74,
2198.133,14102,74,
2198.220,14103,74,
2198.299,14104,74,
2198.356,14105,74,
2198.453,14106,74,
2198.543,14107,74,
2198.621,14108,74,
2198.712,14109,74,
2198.781,14110,74,
2198.875,14111,74,
2198.953,14112,74,
2199.028,14113,74,
2199.157,14114,74,
2199.274,14115,74,
2199.351,14116,74,
2199.440,14117,74,
2199.549,14118,74,
2199.630,14119,74,
2199.714,14120,74,
2199.793,14121,74,
2199.882,14122,74,
2199.969,14123,74,
2200.056,14124,74,
2200.107,14125,74,
2200.171,14126,74,
2200.248,14127,74,
2200.323,14128,74,
2200.397,14129,74,
2200.489,14130,74,
2200.576,14131,74,
2200.645,14132,74,
2200.737,14133,74,
2200.814,14134,74,
2200.906,14135,74,
2200.973,14136,74,
2201.071,14137,74,
2201.164,14138,74,
2201.260,14139,74,
2201.340,14140,74,
2201.446,14141,74,
2201.547,14142,74,
2201.643,14143,74,
2201.748,14144,74,
2201.848,14145,74,
2201.938,14146,74,
2202.008,14147,74,
2202.097,14148,74,
2202.193,14149,74,
2202.289,14150,74,
2202.384,14151,74,
2202.473,14152,74,
2202.556,14153,74,
2202.642,14154,74,
2202.714,14155,74,
2202.797,14156,74,
2202.901,14157,74,
2202.992,14158,74,
2203.100,14159,74,
2203.220,14160,74,
2203.315,14161,74,
2203.397,14162,74,
2203.457,14163,74,
2203.537,14164,74,
2203.641,14165,74,
2203.723,14166,74,
2203.812,14167,74,
2203.913,14168,74,
2204.014,14169,74,
2204.128,14170,74,
2204.211,14171,74,
2204.298,14172,74,
2204.397,14173,74,
2204.455,14174,74,
2204.550,14175,74,
2204.631,14176,74,
2204.709,14177,74,
2204.804,14178,74,
2204.883,14179,74,
2204.949,14180,74,
2205.061,14181,74,
2205.144,14182,74,
2205.221,14183,74,
2205.324,14184,74,
2205.442,14185,74,
2205.529,14186,74,
2205.610,14187,74,
2205.691,14188,74,
2205.760,14189,74,
2205.835,14190,74,
2205.934,14191,74,
2206.017,14192,74,
2206.096,14193,74,
2206.192,14194,74,
2206.262,14195,74,
2206.343,14196,74,
2206.428,14197,74,
2206.528,14198,74,
2206.612,14199,74,
2206.697,14200,74,
2206.778,14201,74,
2206.843,14202,74,
2206.949,14203,74,
2207.035,14204,74,
2207.110,14205,74,
2207.212,14206,74,
2207.303,14207,74,
2207.390,14208,74,
2207.480,14209,74,
2207.564,14210,74,
2207.639,14211,74,
2207.715,14212,74,
2207.812,14213,74,
2207.920,14214,74,
2208.011,14215,74,
2208.085,14216,74,
2208.173,14217,74,
2208.265,14218,74,
2208.338,14219,74,
2208.414,14220,74,
2208.473,14221,74,
2208.524,14222,74,
2208.639,14223,74,
2208.713,14224,74,
2208.787,14225,74,
2208.870,14226,74,
2208.938,14227,74,
2209.051,14228,74,
2209.137,14229,74,
2209.220,14230,74,
2209.314,14231,74,
2209.437,14232,74,
2209.540,14233,74,
2209.615,14234,74,
2209.685,14235,74,
2209.756,14236,74,
2209.839,14237,74,
2209.924,14238,74,
2209.990,14239,74,
2210.081,14240,74,
2210.167,14241,74,
2210.258,14242,74,
2210.326,14243,74,
2210.400,14244,74,
2210.474,14245,74,
2210.543,14246,74,
2210.617,14247,74,
2210.709,14248,74,
2210.790,14249,74,
2210.894,14250,74,
2211.010,14251,74,
2211.108,14252,74,
2211.235,14253,74,
2211.287,14254,74,
2211.358,14255,74,
2211.446,14256,74,
2211.547,14257,74,
2211.648,14258,74,
2211.743,14259,74,
2211.797,14260,74,
2211.853,14261,74,
2211.971,14262,75,
2212.060,14263,75,
2212.144,14264,75,
2212.225,14265,75,
2212.313,14266,75,
2212.392,14267,75,
2212.491,14268,75,
2212.593,14269,75,
2212.678,14270,75,
2212.756,14271,75,
2212.842,14272,75,
2212.919,14273,75,
2213.010,14274,75,
2213.084,14275,75,
2213.142,14276,75,
2213.214,14277,75,
2213.303,14278,75,
2213.388,14279,75,
2213.460,14280,75,
2213.550,14281,75,
2213.641,14282,75,
2213.707,14283,75,
2213.794,14284,75,
2213.876,14285,75,
2213.964,14286,75,
2214.088,14287,75,
2214.180,14288,75,
2214.277,14289,75,
2214.357,14290,75,
2214.433,14291,75,
2214.511,14292,75,
2214.599,14293,75,
2214.676,14294,75,
2214.779,14295,75,
2214.880,14296,75,
2214.956,14297,75,
2215.060,14298,75,
2215.137,14299,75,
2215.195,14300,75,
2215.252,14301,75,
2215.349,14302,75,
2215.423,14303,75,
2215.511,14304,75,
2215.582,14305,75,
2215.681,14306,75,
2215.775,14307,75,
2215.867,14308,75,
2215.929,14309,75,
2215.994,14310,75,
2216.069,14311,75,
2216.166,14312,75,
2216.254,14313,75,
2216.317,14314,75,
2216.394,14315,75,
2216.483,14316,75,
2216.567,14317,75,
2216.656,14318,75,
2216.750,14319,75,
2216.861,14320,75,
2216.972,14321,75,
2217.045,14322,75,
2217.127,14323,75,
2217.206,14324,75,
2217.304,14325,75,
2217.382,14326,75,
2217.482,14327,75,
2217.574,14328,75,
2217.648,14329,75,
2217.712,14330,75,
2217.786,14331,75,
2217.862,14332,75,
2217.988,14333,75,
2218.107,14334,75,
2218.199,14335,75,
2218.269,14336,75,
2218.357,14337,75,
2218.432,14338,75,
2218.506,14339,75,
2218.576,14340,75,
2218.646,14341,75,
2218.721,14342,75,
2218.805,14343,75,
2218.918,14344,75,
2219.029,14345,75,
2219.118,14346,75,
2219.215,14347,75,
2219.289,14348,75,
2219.373,14349,75,
2219.456,14350,75,
2219.559,14351,75,
2219.652,14352,75,
2219.752,14353,75,
2219.818,14354,75,
2219.910,14355,75,
2219.991,14356,75,
2220.084,14357,75,
2220.171,14358,75,
2220.286,14359,75,
2220.363,14360,75,
2220.422,14361,75,
2220.495,14362,75,
2220.589,14363,75,
2220.688,14364,75,
2220.776,14365,75,
2220.868,14366,75,
2220.960,14367,75,
2221.075,14368,75,
2221.170,14369,75,
2221.259,14370,75,
2221.334,14371,75,
2221.415,14372,75,
2221.506,14373,75,
2221.603,14374,75,
2221.713,14375,75,
2221.818,14376,75,
2221.910,14377,75,
2221.994,14378,75,
2222.086,14379,75,
2222.156,14380,75,
2222.263,14381,75,
2222.343,14382,75,
2222.453,14383,75,
2222.549,14384,75,
2222.628,14385,75,
2222.735,14386,75,
2222.847,14387,75,
2222.950,14388,75,
2223.020,14389,75,
2223.120,14390,75,
2223.202,14391,75,
2223.272,14392,75,
2223.340,14393,75,
2223.406,14394,75,
2223.487,14395,75,
2223.586,14396,75,
2223.660,14397,75,
2223.724,14398,75,
2223.792,14399,75,
2223.877,14400,75,
2223.954,14401,75,
2224.047,14402,75,
2224.143,14403,75,
2224.236,14404,75,
2224.321,14405,75,
2224.412,14406,75,
2224.507,14407,75,
2224.604,14408,75,
2224.720,14409,75,
2224.808,14410,75,
2224.880,14411,75,
2224.968,14412,75,
2225.050,14413,75,
2225.137,14414,75,
2225.248,14415,75,
2225.368,14416,75,
2225.460,14417,75,
2225.535,14418,75,
2225.643,14419,75,
2225.725,14420,75,
2225.814,14421,75,
2225.885,14422,75,
2225.964,14423,75,
2226.041,14424,75,
2226.110,14425,75,
2226.183,14426,75,
2226.272,14427,75,
2226.350,14428,75,
2226.430,14429,76,
2226.504,14430,76,
2226.582,14431,76,
2226.682,14432,76,
2226.794,14433,76,
2226.876,14434,76,
2226.963,14435,76,
2227.048,14436,76,
2227.141,14437,76,
2227.262,14438,76,
2227.399,14439,76,
2227.491,14440,76,
2227.585,14441,76,
2227.683,14442,76,
2227.782,14443,76,
2227.877,14444,76,
2227.980,14445,76,
2228.082,14446,76,
2228.187,14447,76,
2228.273,14448,76,
2228.353,14449,76,
2228.442,14450,76,
2228.541,14451,76,
2228.642,14452,76,
2228.722,14453,76,
2228.818,14454,76,
2228.911,14455,76,
2229.009,14456,76,
2229.124,14457,76,
2229.229,14458,76,
2229.327,14459,76,
2229.420,14460,76,
2229.532,14461,76,
2229.651,14462,76,
2229.755,14463,76,
2229.868,14464,76,
2229.979,14465,76,
2230.086,14466,76,
2230.164,14467,76,
2230.245,14468,76,
2230.330,14469,76,
2230.417,14470,76,
2230.513,14471,76,
2230.610,14472,76,
2230.707,14473,76,
2230.791,14474,76,
2230.903,14475,76,
2231.006,14476,76,
2231.088,14477,76,
2231.187,14478,76,
2231.264,14479,76,
2231.354,14480,76,
2231.432,14481,76,
2231.515,14482,76,
2231.594,14483,76,
2231.709,14484,76,
2231.793,14485,76,
2231.881,14486,76,
2231.986,14487,76,
2232.077,14488,76,
2232.161,14489,76,
2232.283,14490,76,
2232.373,14491,76,
2232.487,14492,76,
2232.591,14493,76,
2232.670,14494,76,
2232.755,14495,76,
2232.821,14496,76,
2232.895,14497,76,
2232.982,14498,76,
2233.063,14499,76,
2233.168,14500,76,
2233.245,14501,76,
2233.314,14502,76,
2233.392,14503,76,
2233.464,14504,76,
2233.538,14505,76,
2233.620,14506,76,
2233.703,14507,76,
2233.788,14508,76,
2233.841,14509,76,
2233.923,14510,76,
2234.019,14511,76,
2234.105,14512,76,
2234.192,14513,76,
2234.297,14514,76,
2234.409,14515,76,
2234.483,14516,76,
2234.571,14517,76,
2234.666,14518,76,
2234.758,14519,76,
2234.835,14520,76,
2234.920,14521,76,
2235.019,14522,76,
2235.107,14523,76,
2235.205,14524,76,
2235.279,14525,76,
2235.380,14526,76,
2235.490,14527,76,
2235.572,14528,76,
2235.649,14529,76,
2235.720,14530,76,
2235.796,14531,76,
2235.887,14532,76,
2235.964,14533,76,
2236.045,14534,76,
2236.117,14535,76,
2236.218,14536,76,
2236.302,14537,76,
2236.398,14538,76,
2236.491,14539,76,
2236.566,14540,76,
2236.650,14541,76,
2236.722,14542,76,
2236.800,14543,76,
2236.889,14544,76,
2236.965,14545,76,
2237.064,14546,76,
2237.145,14547,76,
2237.225,14548,76,
2237.300,14549,76,
2237.392,14550,76,
2237.502,14551,76,
2237.603,14552,76,
2237.696,14553,76,
2237.797,14554,76,
2237.881,14555,76,
2237.973,14556,76,
2238.065,14557,76,
2238.173,14558,76,
2238.257,14559,76,
2238.325,14560,76,
2238.400,14561,76,
2238.505,14562,76,
2238.589,14563,76,
2238.677,14564,76,
2238.768,14565,76,
2238.837,14566,76,
2238.908,14567,76,
2238.996,14568,76,
2239.077,14569,76,
2239.161,14570,76,
2239.243,14571,76,
2239.327,14572,76,
2239.398,14573,76,
2239.478,14574,76,
2239.550,14575,76,
2239.643,14576,76,
2239.710,14577,76,
2239.800,14578,76,
2239.888,14579,76,
2239.979,14580,76,
2240.070,14581,76,
2240.186,14582,76,
2240.275,14583,76,
2240.364,14584,76,
2240.459,14585,76,
2240.544,14586,76,
2240.625,14587,76,
2240.753,14588,76,
2240.834,14589,76,
2240.931,14590,76,
2240.996,14591,76,
2241.088,14592,76,
2241.181,14593,76,
2241.283,14594,76,
2241.391,14595,77,
2241.513,14596,77,
2241.615,14597,77,
2241.727,14598,77,
2241.816,14599,77,
2241.894,14600,77,
2241.948,14601,77,
2242.007,14602,77,
2242.091,14603,77,
2242.178,14604,77,
2242.274,14605,77,
2242.370,14606,77,
2242.458,14607,77,
2242.571,14608,77,
2242.659,14609,77,
2242.756,14610,77,
2242.842,14611,77,
2242.921,14612,77,
2242.995,14613,77,
2243.090,14614,77,
2243.172,14615,77,
2243.272,14616,77,
2243.371,14617,77,
2243.474,14618,77,
2243.562,14619,77,
2243.643,14620,77,
2243.712,14621,77,
2243.804,14622,77,
2243.892,14623,77,
2243.965,14624,77,
2244.051,14625,77,
2244.144,14626,77,
2244.227,14627,77,
2244.314,14628,77,
2244.386,14629,77,
2244.456,14630,77,
2244.541,14631,77,
2244.626,14632,77,
2244.713,14633,77,
2244.790,14634,77,
2244.880,14635,77,
2244.994,14636,77,
2245.095,14637,77,
2245.186,14638,77,
2245.273,14639,77,
2245.359,14640,77,
2245.461,14641,77,
2245.545,14642,77,
2245.631,14643,77,
2245.737,14644,77,
2245.830,14645,77,
2245.895,14646,77,
2245.984,14647,77,
2246.050,14648,77,
2246.115,14649,77,
2246.185,14650,77,
2246.285,14651,77,
2246.394,14652,77,
2246.476,14653,77,
2246.557,14654,77,
2246.630,14655,77,
2246.714,14656,77,
2246.794,14657,77,
2246.903,14658,77,
2246.997,14659,77,
2247.086,14660,77,
2247.166,14661,77,
2247.234,14662,77,
2247.333,14663,77,
2247.410,14664,77,
2247.499,14665,77,
2247.597,14666,77,
2247.683,14667,77,
2247.775,14668,77,
2247.865,14669,77,
2247.964,14670,77,
2248.060,14671,77,
2248.139,14672,77,
2248.226,14673,77,
2248.304,14674,77,
2248.388,14675,77,
2248.460,14676,77,
2248.528,14677,77,
2248.603,14678,77,
2248.669,14679,77,
2248.745,14680,77,
2248.819,14681,77,
2248.899,14682,77,
2248.995,14683,77,
2249.069,14684,77,
2249.152,14685,77,
2249.229,14686,77,
2249.312,14687,77,
2249.411,14688,77,
2249.493,14689,77,
2249.600,14690,77,
2249.721,14691,77,
2249.838,14692,77,
2249.945,14693,77,
2250.033,14694,77,
2250.131,14695,77,
2250.228,14696,77,
2250.311,14697,77,
2250.410,14698,77,
2250.466,14699,77,
2250.522,14700,77,
2250.609,14701,77,
2250.697,14702,77,
2250.793,14703,77,
2250.882,14704,77,
2250.962,14705,77,
2251.061,14706,77,
2251.149,14707,77,
2251.254,14708,77,
2251.334,14709,77,
2251.417,14710,77,
2251.508,14711,77,
2251.623,14712,77,
2251.737,14713,77,
2251.837,14714,77,
2251.911,14715,77,
2251.990,14716,77,
2252.058,14717,77,
2252.154,14718,77,
2252.232,14719,77,
2252.318,14720,77,
2252.418,14721,77,
2252.496,14722,77,
2252.593,14723,77,
2252.675,14724,77,
2252.755,14725,77,
2252.837,14726,77,
2252.933,14727,77,
2253.016,14728,77,
2253.089,14729,77,
2253.167,14730,77,
2253.253,14731,77,
2253.353,14732,77,
2253.439,14733,77,
2253.521,14734,77,
2253.604,14735,77,
2253.686,14736,77,
2253.778,14737,77,
2253.873,14738,77,
2253.968,14739,77,
2254.080,14740,77,
2254.166,14741,77,
2254.255,14742,77,
2254.339,14743,77,
2254.412,14744,77,
2254.511,14745,77,
2254.594,14746,77,
2254.688,14747,77,
2254.774,14748,77,
2254.855,14749,77,
2254.925,14750,77,
2254.987,14751,77,
2255.061,14752,77,
2255.147,14753,77,
2255.244,14754,77,
2255.332,14755,77,
2255.422,14756,77,
2255.520,14757,77,
2255.620,14758,77,
2255.743,14759,77,
2255.830,14760,77,
2255.910,14761,77,
2255.984,14762,78,
2256.067,14763,78,
2256.146,14764,78,
2256.240,14765,78,
2256.330,14766,78,
2256.399,14767,78,
2256.482,14768,78,
2256.559,14769,78,
2256.649,14770,78,
2256.716,14771,78,
2256.786,14772,78,
2256.853,14773,78,
2256.927,14774,78,
2256.995,14775,78,
2257.069,14776,78,
2257.147,14777,78,
2257.222,14778,78,
2257.310,14779,78,
2257.388,14780,78,
2257.467,14781,78,
2257.557,14782,78,
2257.634,14783,78,
2257.717,14784,78,
2257.797,14785,78,
2257.887,14786,78,
2257.966,14787,78,
2258.054,14788,78,
2258.140,14789,78,
2258.221,14790,78,
2258.296,14791,78,
2258.357,14792,78,
2258.431,14793,78,
2258.500,14794,78,
2258.575,14795,78,
2258.666,14796,78,
2258.757,14797,78,
2258.856,14798,78,
2258.934,14799,78,
2259.043,14800,78,
2259.140,14801,78,
2259.240,14802,78,
2259.318,14803,78,
2259.376,14804,78,
2259.449,14805,78,
2259.550,14806,78,
2259.656,14807,78,
2259.733,14808,78,
2259.836,14809,78,
2259.937,14810,78,
2260.010,14811,78,
2260.090,14812,78,
2260.157,14813,78,
2260.245,14814,78,
2260.308,14815,78,
2260.393,14816,78,
2260.492,14817,78,
2260.570,14818,78,
2260.651,14819,78,
2260.724,14820,78,
2260.824,14821,78,
2260.914,14822,78,
2260.990,14823,78,
2261.065,14824,78,
2261.139,14825,78,
2261.261,14826,78,
2261.358,14827,78,
2261.430,14828,78,
2261.514,14829,78,
2261.606,14830,78,
2261.678,14831,78,
2261.747,14832,78,
2261.823,14833,78,
2261.903,14834,78,
2261.983,14835,78,
2262.064,14836,78,
2262.138,14837,78,
2262.206,14838,78,
2262.287,14839,78,
2262.366,14840,78,
2262.466,14841,78,
2262.569,14842,78,
2262.655,14843,78,
2262.740,14844,78,
2262.815,14845,78,
2262.924,14846,78,
2263.005,14847,78,
2263.083,14848,78,
2263.190,14849,78,
2263.305,14850,78,
2263.380,14851,78,
2263.484,14852,78,
2263.567,14853,78,
2263.647,14854,78,
2263.745,14855,78,
2263.827,14856,78,
2263.927,14857,78,
2264.011,14858,78,
2264.110,14859,78,
2264.200,14860,78,
2264.276,14861,78,
2264.333,14862,78,
2264.419,14863,78,
2264.501,14864,78,
2264.586,14865,78,
2264.663,14866,78,
2264.733,14867,78,
2264.822,14868,78,
2264.918,14869,78,
2264.986,14870,78,
2265.067,14871,78,
2265.179,14872,78,
2265.265,14873,78,
2265.330,14874,78,
2265.416,14875,78,
2265.518,14876,78,
2265.604,14877,78,
2265.687,14878,78,
2265.779,14879,78,
2265.857,14880,78,
2265.951,14881,78,
2266.046,14882,78,
2266.136,14883,78,
2266.229,14884,78,
2266.321,14885,78,
2266.396,14886,78,
2266.475,14887,78,
2266.536,14888,78,
2266.604,14889,78,
2266.678,14890,78,
2266.747,14891,78,
2266.809,14892,78,
2266.882,14893,78,
2266.952,14894,78,
2267.049,14895,78,
2267.130,14896,78,
2267.220,14897,78,
2267.300,14898,78,
2267.381,14899,78,
2267.463,14900,78,
2267.532,14901,78,
2267.627,14902,78,
2267.698,14903,78,
2267.772,14904,78,
2267.849,14905,78,
2267.933,14906,78,
2268.025,14907,78,
2268.121,14908,78,
2268.229,14909,78,
2268.345,14910,78,
2268.425,14911,78,
2268.496,14912,78,
2268.585,14913,78,
2268.655,14914,78,
2268.724,14915,78,
2268.818,14916,78,
2268.887,14917,78,
2268.972,14918,78,
2269.056,14919,78,
2269.128,14920,78,
2269.211,14921,78,
2269.304,14922,78,
2269.407,14923,78,
2269.480,14924,78,
2269.560,14925,78,
2269.630,14926,78,
2269.716,14927,78,
2269.795,14928,78,
2269.865,14929,79,
2269.944,14930,79,
2270.049,14931,79,
2270.127,14932,79,
2270.203,14933,79,
2270.287,14934,79,
2270.340,14935,79,
2270.413,14936,79,
2270.470,14937,79,
2270.546,14938,79,
2270.623,14939,79,
2270.691,14940,79,
2270.795,14941,79,
2270.868,14942,79,
2270.947,14943,79,
2271.029,14944,79,
2271.098,14945,79,
2271.182,14946,79,
2271.268,14947,79,
2271.367,14948,79,
2271.453,14949,79,
2271.549,14950,79,
2271.629,14951,79,
2271.705,14952,79,
2271.775,14953,79,
2271.854,14954,79,
2271.952,14955,79,
2272.045,14956,79,
2272.134,14957,79,
2272.220,14958,79,
2272.310,14959,79,
2272.405,14960,79,
2272.495,14961,79,
2272.555,14962,79,
2272.634,14963,79,
2272.705,14964,79,
2272.795,14965,79,
2272.891,14966,79,
2272.980,14967,79,
2273.061,14968,79,
2273.147,14969,79,
2273.215,14970,79,
2273.307,14971,79,
2273.396,14972,79,
2273.469,14973,79,
2273.539,14974,79,
2273.609,14975,79,
2273.683,14976,79,
2273.758,14977,79,
2273.836,14978,79,
2273.891,14979,79,
2273.979,14980,79,
2274.056,14981,79,
2274.140,14982,79,
2274.212,14983,79,
2274.279,14984,79,
2274.374,14985,79,
2274.445,14986,79,
2274.513,14987,79,
2274.586,14988,79,
2274.674,14989,79,
2274.756,14990,79,
2274.826,14991,79,
2274.903,14992,79,
2274.979,14993,79,
2275.066,14994,79,
2275.145,14995,79,
2275.213,14996,79,
2275.296,14997,79,
2275.380,14998,79,
2275.482,14999,79,
2275.557,15000,79,
2275.658,15001,79,
2275.724,15002,79,
2275.802,15003,79,
2275.871,15004,79,
2275.943,15005,79,
2276.018,15006,79,
2276.093,15007,79,
2276.184,15008,79,
2276.267,15009,79,
2276.352,15010,79,
2276.421,15011,79,
2276.491,15012,79,
2276.575,15013,79,
2276.646,15014,79,
2276.726,15015,79,
2276.815,15016,79,
2276.897,15017,79,
2277.010,15018,79,
2277.113,15019,79,
2277.189,15020,79,
2277.270,15021,79,
2277.364,15022,79,
2277.445,15023,79,
2277.547,15024,79,
2277.616,15025,79,
2277.695,15026,79,
2277.771,15027,79,
2277.852,15028,79,
2277.932,15029,79,
2278.024,15030,79,
2278.102,15031,79,
2278.186,15032,79,
2278.275,15033,79,
2278.369,15034,79,
2278.456,15035,79,
2278.530,15036,79,
2278.600,15037,79,
2278.684,15038,79,
2278.747,15039,79,
2278.811,15040,79,
2278.901,15041,79,
2278.988,15042,79,
2279.062,15043,79,
2279.129,15044,79,
2279.204,15045,79,
2279.267,15046,79,
2279.350,15047,79,
2279.432,15048,79,
2279.508,15049,79,
2279.583,15050,79,
2279.656,15051,79,
2279.741,15052,79,
2279.824,15053,79,
2279.905,15054,79,
2279.974,15055,79,
2280.046,15056,79,
2280.113,15057,79,
2280.179,15058,79,
2280.269,15059,79,
2280.343,15060,79,
2280.415,15061,79,
2280.503,15062,79,
2280.565,15063,79,
2280.647,15064,79,
2280.749,15065,79,
2280.840,15066,79,
2280.917,15067,79,
2280.988,15068,79,
2281.087,15069,79,
2281.162,15070,79,
2281.223,15071,79,
2281.287,15072,79,
2281.369,15073,79,
2281.445,15074,79,
2281.527,15075,79,
2281.598,15076,79,
2281.676,15077,79,
2281.746,15078,79,
2281.811,15079,79,
2281.900,15080,79,
2281.999,15081,79,
2282.071,15082,79,
2282.136,15083,79,
2282.199,15084,79,
2282.281,15085,79,
2282.355,15086,79,
2282.436,15087,79,
2282.506,15088,79,
2282.601,15089,79,
2282.697,15090,79,
2282.766,15091,79,
2282.859,15092,79,
2282.940,15093,79,
2283.014,15094,79,
2283.074,15095,80,
